id,headshot,firstName,lastName,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,birthStateProvince,team,player_name
8475786,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475786.png,Zach,Hyman,18.0,L,R,73,206,185,93,1992-06-09,{'default': 'Toronto'},CAN,{'default': 'ON'},EDM,Zach Hyman
8477406,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477406.png,Mattias,Janmark,13.0,C,L,74,205,188,93,1992-12-08,{'default': 'Danderyd'},SWE,,EDM,Mattias Janmark
8479368,https://assets.nhle.com/mugs/nhl/20242025/EDM/8479368.png,Max,Jones,46.0,L,L,75,216,191,98,1998-02-17,{'default': 'Rochester'},USA,{'default': 'MI'},EDM,Max Jones
8475169,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475169.png,Evander,Kane,91.0,L,L,74,218,188,99,1991-08-02,{'default': 'Vancouver'},CAN,{'default': 'BC'},EDM,Evander Kane
8477953,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477953.png,Kasperi,Kapanen,42.0,R,R,73,194,185,88,1996-07-23,{'default': 'Kuopio'},FIN,,EDM,Kasperi Kapanen
8478402,https://assets.nhle.com/mugs/nhl/20242025/EDM/8478402.png,Connor,McDavid,97.0,C,L,73,194,185,88,1997-01-13,{'default': 'Richmond Hill'},CAN,{'default': 'ON'},EDM,Connor McDavid
8476454,https://assets.nhle.com/mugs/nhl/20242025/EDM/8476454.png,Ryan,Nugent-Hopkins,93.0,C,L,73,192,185,87,1993-04-12,{'default': 'Burnaby'},CAN,{'default': 'BC'},EDM,Ryan Nugent-Hopkins
8470621,https://assets.nhle.com/mugs/nhl/20242025/EDM/8470621.png,Corey,Perry,90.0,R,R,75,208,191,94,1985-05-16,{'default': 'Peterborough'},CAN,{'default': 'ON'},EDM,Corey Perry
8481491,https://assets.nhle.com/mugs/nhl/20242025/EDM/8481491.png,Noah,Philp,48.0,C,R,75,198,191,90,1998-08-31,{'default': 'Canmore'},CAN,{'default': 'AB'},EDM,Noah Philp
8481617,https://assets.nhle.com/mugs/nhl/20242025/EDM/8481617.png,Vasily,Podkolzin,92.0,R,L,73,190,185,86,2001-06-24,"{'default': 'Moscow', 'cs': 'Moskva', 'de': 'Moskau', 'fi': 'Moskova', 'fr': 'Moscou', 'sk': 'Moskva', 'sv': 'Moskva'}",RUS,,EDM,Vasily Podkolzin
8478585,https://assets.nhle.com/mugs/nhl/20242025/EDM/8478585.png,Derek,Ryan,10.0,C,R,70,185,178,84,1986-12-29,{'default': 'Spokane'},USA,{'default': 'WA'},EDM,Derek Ryan
8483512,https://assets.nhle.com/mugs/nhl/20242025/EDM/8483512.png,Matt,Savoie,22.0,C,R,69,179,175,81,2004-01-01,"{'default': 'St. Albert', 'fr': 'St-Albert'}",CAN,{'default': 'AB'},EDM,Matt Savoie
8475784,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475784.png,Jeff,Skinner,53.0,C,L,71,200,180,91,1992-05-16,{'default': 'Toronto'},CAN,{'default': 'ON'},EDM,Jeff Skinner
8480803,https://assets.nhle.com/mugs/nhl/20242025/EDM/8480803.png,Evan,Bouchard,2.0,D,R,75,192,191,87,1999-10-20,{'default': 'Oakville'},CAN,{'default': 'ON'},EDM,Evan Bouchard
8477384,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477384.png,Joshua,Brown,44.0,D,R,77,220,196,100,1994-01-21,"{'default': 'London', 'sk': 'Londýn'}",CAN,{'default': 'ON'},EDM,Joshua Brown
8479341,https://assets.nhle.com/mugs/nhl/20242025/EDM/8479341.png,Cam,Dineen,85.0,D,L,71,188,180,85,1998-06-19,{'default': 'Toms River'},USA,{'default': 'NJ'},EDM,Cam Dineen
8475218,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475218.png,Mattias,Ekholm,14.0,D,L,77,225,196,102,1990-05-24,"{'default': 'Borlange', 'cs': 'Borlänge', 'fi': 'Borlänge', 'sk': 'Borlänge', 'sv': 'Borlänge'}",SWE,,EDM,Mattias Ekholm
8480834,https://assets.nhle.com/mugs/nhl/20242025/EDM/8480834.png,Ty,Emberson,49.0,D,R,74,193,188,88,2000-05-23,{'default': 'Eau Claire'},USA,{'default': 'WI'},EDM,Ty Emberson
8475906,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475906.png,John,Klingberg,36.0,D,R,74,185,188,84,1992-08-14,"{'default': 'Gothenburg', 'cs': 'Göteborg', 'de': 'Göteborg', 'fi': 'Göteborg', 'fr': 'Göteborg', 'sk': 'Göteborg', 'sv': 'Göteborg'}",SWE,,EDM,John Klingberg
8476967,https://assets.nhle.com/mugs/nhl/20242025/EDM/8476967.png,Brett,Kulak,27.0,D,L,74,192,188,87,1994-01-06,{'default': 'Edmonton'},CAN,{'default': 'AB'},EDM,Brett Kulak
8477498,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477498.png,Darnell,Nurse,25.0,D,L,76,215,193,98,1995-02-04,{'default': 'Hamilton'},CAN,{'default': 'ON'},EDM,Darnell Nurse
8479442,https://assets.nhle.com/mugs/nhl/20242025/EDM/8479442.png,Troy,Stecher,51.0,D,R,70,184,178,83,1994-04-07,{'default': 'Richmond'},CAN,{'default': 'BC'},EDM,Troy Stecher
8478013,https://assets.nhle.com/mugs/nhl/20242025/EDM/8478013.png,Jake,Walman,96.0,D,L,73,218,185,99,1996-02-20,{'default': 'Toronto'},CAN,{'default': 'ON'},EDM,Jake Walman
8475717,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475717.png,Calvin,Pickard,30.0,G,L,73,206,185,93,1992-04-15,{'default': 'Moncton'},CAN,{'default': 'NB'},EDM,Calvin Pickard
8480885,https://assets.nhle.com/mugs/nhl/20242025/EDM/8480885.png,Olivier,Rodrigue,35.0,G,L,73,158,185,72,2000-07-06,{'default': 'Chicoutimi'},CAN,{'default': 'QC'},EDM,Olivier Rodrigue
8479973,https://assets.nhle.com/mugs/nhl/20242025/EDM/8479973.png,Stuart,Skinner,74.0,G,L,76,230,193,104,1998-11-01,{'default': 'Edmonton'},CAN,{'default': 'AB'},EDM,Stuart Skinner
8478427,https://assets.nhle.com/mugs/nhl/20242025/CAR/8478427.png,Sebastian,Aho,20.0,C,L,72,180,183,82,1997-07-26,"{'default': 'Rauma', 'sv': 'Raumo'}",FIN,,CAR,Sebastian Aho
8482809,https://assets.nhle.com/mugs/nhl/20242025/CAR/8482809.png,Jackson,Blake,53.0,R,R,71,178,180,81,2003-08-03,{'default': 'Fargo'},USA,{'default': 'ND'},CAR,Jackson Blake
8477478,https://assets.nhle.com/mugs/nhl/20242025/CAR/8477478.png,William,Carrier,28.0,L,L,74,220,188,100,1994-12-20,{'default': 'LaSalle'},CAN,{'default': 'QC'},CAR,William Carrier
8475791,https://assets.nhle.com/mugs/nhl/20242025/CAR/8475791.png,Taylor,Hall,71.0,L,L,73,210,185,95,1991-11-14,{'default': 'Calgary'},CAN,{'default': 'AB'},CAR,Taylor Hall
8484929,https://assets.nhle.com/mugs/nhl/20242025/CAR/8484929.png,Juha,Jaaska,54.0,L,L,72,210,183,95,1998-02-09,"{'default': 'Helsinki', 'cs': 'Helsinky', 'sk': 'Helsinky', 'sv': 'Helsingfors'}",FIN,,CAR,Juha Jaaska
8476873,https://assets.nhle.com/mugs/nhl/20242025/CAR/8476873.png,Mark,Jankowski,77.0,C,L,76,212,193,96,1994-09-13,{'default': 'Hamilton'},CAN,{'default': 'ON'},CAR,Mark Jankowski
8482093,https://assets.nhle.com/mugs/nhl/20242025/CAR/8482093.png,Seth,Jarvis,24.0,C,R,70,184,178,83,2002-02-01,{'default': 'Winnipeg'},CAN,{'default': 'MB'},CAR,Seth Jarvis
8479370,https://assets.nhle.com/mugs/nhl/20242025/CAR/8479370.png,Tyson,Jost,27.0,C,L,71,187,180,85,1998-03-14,"{'default': 'St. Albert', 'fr': 'St-Albert'}",CAN,{'default': 'AB'},CAR,Tyson Jost
8480829,https://assets.nhle.com/mugs/nhl/20242025/CAR/8480829.png,Jesperi,Kotkaniemi,82.0,C,L,75,203,191,92,2000-07-06,"{'default': 'Pori', 'sv': 'Björneborg'}",FIN,,CAR,Jesperi Kotkaniemi
8476921,https://assets.nhle.com/mugs/nhl/20242025/CAR/8476921.png,Jordan,Martinook,48.0,L,L,73,208,185,94,1992-07-25,{'default': 'Brandon'},CAN,{'default': 'MB'},CAR,Jordan Martinook
8480762,https://assets.nhle.com/mugs/nhl/20242025/CAR/8480762.png,Eric,Robinson,50.0,L,L,74,211,188,96,1995-06-14,{'default': 'Bellmawr'},USA,{'default': 'NJ'},CAR,Eric Robinson
8478458,https://assets.nhle.com/mugs/nhl/20242025/CAR/8478458.png,Jack,Roslovic,96.0,C,R,73,198,185,90,1997-01-29,{'default': 'Columbus'},USA,{'default': 'OH'},CAR,Jack Roslovic
8473533,https://assets.nhle.com/mugs/nhl/20242025/CAR/8473533.png,Jordan,Staal,11.0,C,L,76,220,193,100,1988-09-10,{'default': 'Thunder Bay'},CAN,{'default': 'ON'},CAR,Jordan Staal
8482702,https://assets.nhle.com/mugs/nhl/20242025/CAR/8482702.png,Logan,Stankoven,22.0,C,R,68,165,173,75,2003-02-26,{'default': 'Kamloops'},CAN,{'default': 'BC'},CAR,Logan Stankoven
8480830,https://assets.nhle.com/mugs/nhl/20242025/CAR/8480830.png,Andrei,Svechnikov,37.0,R,L,75,199,191,90,2000-03-26,{'default': 'Barnaul'},RUS,,CAR,Andrei Svechnikov
8470613,https://assets.nhle.com/mugs/nhl/20242025/CAR/8470613.png,Brent,Burns,8.0,D,R,77,228,196,103,1985-03-09,{'default': 'Barrie'},CAN,{'default': 'ON'},CAR,Brent Burns
8478970,https://assets.nhle.com/mugs/nhl/20242025/CAR/8478970.png,Jalen,Chatfield,5.0,D,R,73,199,185,90,1996-05-15,{'default': 'Ypsilanti'},USA,{'default': 'MI'},CAR,Jalen Chatfield
8476906,https://assets.nhle.com/mugs/nhl/20242025/CAR/8476906.png,Shayne,Gostisbehere,4.0,D,L,71,183,180,83,1993-04-20,{'default': 'Pembroke Pines'},USA,{'default': 'FL'},CAR,Shayne Gostisbehere
8482666,https://assets.nhle.com/mugs/nhl/20242025/CAR/8482666.png,Scott,Morrow,56.0,D,R,74,210,188,95,2002-11-01,{'default': 'Darien'},USA,{'default': 'CT'},CAR,Scott Morrow
8482100,https://assets.nhle.com/mugs/nhl/20242025/CAR/8482100.png,Alexander,Nikishin,21.0,D,L,76,216,193,98,2001-10-02,{'default': 'Orel'},RUS,,CAR,Alexander Nikishin
8475200,https://assets.nhle.com/mugs/nhl/20242025/CAR/8475200.png,Dmitry,Orlov,7.0,D,L,71,214,180,97,1991-07-23,"{'default': 'Novokuznetsk', 'cs': 'Novokuzněck', 'sk': 'Novokuzněck'}",RUS,,CAR,Dmitry Orlov
8476958,https://assets.nhle.com/mugs/nhl/20242025/CAR/8476958.png,Jaccob,Slavin,74.0,D,L,75,207,191,94,1994-05-01,{'default': 'Denver'},USA,{'default': 'CO'},CAR,Jaccob Slavin
8480883,https://assets.nhle.com/mugs/nhl/20242025/CAR/8480883.png,Ty,Smith,42.0,D,L,71,180,180,82,2000-03-24,{'default': 'Lloydminster'},CAN,{'default': 'AB'},CAR,Ty Smith
8479388,https://assets.nhle.com/mugs/nhl/20242025/CAR/8479388.png,Riley,Stillman,61.0,D,L,74,207,188,94,1998-03-09,{'default': 'Peterborough'},CAN,{'default': 'ON'},CAR,Riley Stillman
8480336,https://assets.nhle.com/mugs/nhl/20242025/CAR/8480336.png,Sean,Walker,26.0,D,R,71,191,180,87,1994-11-13,{'default': 'Keswick'},CAN,{'default': 'ON'},CAR,Sean Walker
8475883,https://assets.nhle.com/mugs/nhl/20242025/CAR/8475883.png,Frederik,Andersen,31.0,G,L,76,229,193,104,1989-10-02,{'default': 'Herning'},DNK,,CAR,Frederik Andersen
8481611,https://assets.nhle.com/mugs/nhl/20242025/CAR/8481611.png,Pyotr,Kochetkov,52.0,G,L,75,193,191,88,1999-06-25,{'default': 'Penza'},RUS,,CAR,Pyotr Kochetkov
8482895,https://assets.nhle.com/mugs/nhl/20242025/CAR/8482895.png,Nikita,Quapp,,G,L,75,187,191,85,2003-01-25,{'default': 'Ravensburg'},DEU,,CAR,Nikita Quapp
8477493,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477493.png,Aleksander,Barkov,16.0,C,L,75,214,191,97,1995-09-02,"{'default': 'Tampere', 'sv': 'Tammerfors'}",FIN,,FLA,Aleksander Barkov
8477935,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477935.png,Sam,Bennett,9.0,C,L,73,193,185,88,1996-06-20,{'default': 'Holland Landing'},CAN,{'default': 'ON'},FLA,Sam Bennett
8480003,https://assets.nhle.com/mugs/nhl/20242025/FLA/8480003.png,Jesper,Boqvist,70.0,C,L,73,190,185,86,1998-10-30,{'default': 'Falun'},SWE,,FLA,Jesper Boqvist
8479981,https://assets.nhle.com/mugs/nhl/20242025/FLA/8479981.png,Jonah,Gadjovich,12.0,L,L,75,211,191,96,1998-10-12,{'default': 'Whitby'},CAN,{'default': 'ON'},FLA,Jonah Gadjovich
8478421,https://assets.nhle.com/mugs/nhl/20242025/FLA/8478421.png,A.J.,Greer,10.0,L,L,75,209,191,95,1996-12-14,{'default': 'Joliette'},CAN,{'default': 'QC'},FLA,A.J. Greer
8482113,https://assets.nhle.com/mugs/nhl/20242025/FLA/8482113.png,Anton,Lundell,15.0,C,L,73,196,185,89,2001-10-03,"{'default': 'Espoo', 'sv': 'Esbo'}",FIN,,FLA,Anton Lundell
8480185,https://assets.nhle.com/mugs/nhl/20242025/FLA/8480185.png,Eetu,Luostarinen,27.0,C,L,75,191,191,87,1998-09-02,"{'default': 'Siilinjarvi', 'cs': 'Siilinjärvi', 'fi': 'Siilinjärvi', 'sk': 'Siilinjärvi', 'sv': 'Siilinjärvi'}",FIN,,FLA,Eetu Luostarinen
8473419,https://assets.nhle.com/mugs/nhl/20242025/FLA/8473419.png,Brad,Marchand,63.0,C,L,69,180,175,82,1988-05-11,{'default': 'Halifax'},CAN,{'default': 'NS'},FLA,Brad Marchand
8477931,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477931.png,Tomas,Nosek,92.0,L,L,75,199,191,90,1992-09-01,{'default': 'Pardubice'},CZE,,FLA,Tomas Nosek
8477933,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477933.png,Sam,Reinhart,13.0,C,R,73,196,185,89,1995-11-06,{'default': 'West Vancouver'},CAN,{'default': 'BC'},FLA,Sam Reinhart
8478542,https://assets.nhle.com/mugs/nhl/20242025/FLA/8478542.png,Evan,Rodrigues,17.0,C,R,71,182,180,83,1993-07-28,{'default': 'Toronto'},CAN,{'default': 'ON'},FLA,Evan Rodrigues
8482713,https://assets.nhle.com/mugs/nhl/20242025/FLA/8482713.png,Mackie,Samoskevich,25.0,R,R,71,180,180,82,2002-11-15,{'default': 'Newtown'},USA,{'default': 'CT'},FLA,Mackie Samoskevich
8481477,https://assets.nhle.com/mugs/nhl/20242025/FLA/8481477.png,Nico,Sturm,8.0,C,L,75,209,191,95,1995-05-03,{'default': 'Augsburg'},DEU,,FLA,Nico Sturm
8479314,https://assets.nhle.com/mugs/nhl/20242025/FLA/8479314.png,Matthew,Tkachuk,19.0,L,L,74,202,188,92,1997-12-11,{'default': 'Scottsdale'},USA,{'default': 'AZ'},FLA,Matthew Tkachuk
8477409,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477409.png,Carter,Verhaeghe,23.0,C,L,74,183,188,83,1995-08-14,{'default': 'Toronto'},CAN,{'default': 'ON'},FLA,Carter Verhaeghe
8484304,https://assets.nhle.com/mugs/nhl/20242025/FLA/8484304.png,Uvis,Balinskis,26.0,D,L,72,196,183,89,1996-08-01,{'default': 'Ventspils'},LVA,,FLA,Uvis Balinskis
8477932,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477932.png,Aaron,Ekblad,5.0,D,R,76,220,193,100,1996-02-07,{'default': 'Windsor'},CAN,{'default': 'ON'},FLA,Aaron Ekblad
8478055,https://assets.nhle.com/mugs/nhl/20242025/FLA/8478055.png,Gustav,Forsling,42.0,D,L,73,199,185,90,1996-06-12,"{'default': 'Linkoping', 'cs': 'Linköping', 'de': 'Linköping', 'fi': 'Linköping', 'fr': 'Linköping', 'sk': 'Linköping', 'sv': 'Linköping'}",SWE,,FLA,Gustav Forsling
8477495,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477495.png,Seth,Jones,3.0,D,R,76,213,193,97,1994-10-03,{'default': 'Arlington'},USA,{'default': 'TX'},FLA,Seth Jones
8475179,https://assets.nhle.com/mugs/nhl/20242025/FLA/8475179.png,Dmitry,Kulikov,7.0,D,L,73,212,185,96,1990-10-29,"{'default': 'Lipetsk', 'cs': 'Lipeck', 'sk': 'Lipeck'}",RUS,,FLA,Dmitry Kulikov
8477034,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477034.png,Jaycob,Megna,6.0,D,L,78,214,198,97,1992-12-10,{'default': 'Plantation'},USA,{'default': 'FL'},FLA,Jaycob Megna
8478859,https://assets.nhle.com/mugs/nhl/20242025/FLA/8478859.png,Niko,Mikkola,77.0,D,L,78,204,198,93,1996-04-27,"{'default': 'Kiiminki', 'sv': 'Kiminge'}",FIN,,FLA,Niko Mikkola
8477220,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477220.png,Nate,Schmidt,88.0,D,L,72,197,183,89,1991-07-16,{'default': 'St. Cloud'},USA,{'default': 'MN'},FLA,Nate Schmidt
8475683,https://assets.nhle.com/mugs/nhl/20242025/FLA/8475683.png,Sergei,Bobrovsky,72.0,G,L,74,180,188,82,1988-09-20,"{'default': 'Novokuznetsk', 'cs': 'Novokuzněck', 'sk': 'Novokuzněck'}",RUS,,FLA,Sergei Bobrovsky
8477970,https://assets.nhle.com/mugs/nhl/20242025/FLA/8477970.png,Vitek,Vanecek,41.0,G,L,74,184,188,83,1996-01-09,"{'default': 'Havlickuv Brod', 'cs': 'Havlíčkův Brod', 'fi': 'Havlíčkův Brod', 'sk': 'Havlíčkův Brod'}",CZE,,FLA,Vitek Vanecek
8478020,https://assets.nhle.com/mugs/nhl/20242025/OTT/8478020.png,Michael,Amadio,22.0,R,R,73,199,185,90,1996-05-13,"{'default': 'Sault Ste. Marie', 'fr': 'Sault-Sainte-Marie'}",CAN,{'default': 'ON'},OTT,Michael Amadio
8480208,https://assets.nhle.com/mugs/nhl/20242025/OTT/8480208.png,Drake,Batherson,19.0,R,R,75,200,191,91,1998-04-27,{'default': 'Fort Wayne'},USA,{'default': 'IN'},OTT,Drake Batherson
8483579,https://assets.nhle.com/mugs/nhl/20242025/OTT/8483579.png,Wyatt,Bongiovanni,49.0,L,L,72,193,183,88,1999-07-24,{'default': 'Birmingham'},USA,{'default': 'MI'},OTT,Wyatt Bongiovanni
8482674,https://assets.nhle.com/mugs/nhl/20242025/OTT/8482674.png,Tyler,Boucher,54.0,R,R,74,216,188,98,2003-01-16,{'default': 'Scottsdale'},USA,{'default': 'AZ'},OTT,Tyler Boucher
8476393,https://assets.nhle.com/mugs/nhl/20242025/OTT/8476393.png,Nick,Cousins,21.0,C,L,71,186,180,84,1993-07-20,{'default': 'Belleville'},CAN,{'default': 'ON'},OTT,Nick Cousins
8481528,https://assets.nhle.com/mugs/nhl/20242025/OTT/8481528.png,Dylan,Cozens,24.0,C,R,75,207,191,94,2001-02-09,{'default': 'Whitehorse'},CAN,{'default': 'YT'},OTT,Dylan Cozens
8481065,https://assets.nhle.com/mugs/nhl/20242025/OTT/8481065.png,Angus,Crookshank,59.0,L,L,70,183,178,83,1999-10-02,{'default': 'North Vancouver'},CAN,{'default': 'BC'},OTT,Angus Crookshank
8478874,https://assets.nhle.com/mugs/nhl/20242025/OTT/8478874.png,Adam,Gaudette,81.0,R,R,73,187,185,85,1996-10-03,{'default': 'Braintree'},USA,{'default': 'MA'},OTT,Adam Gaudette
8473512,https://assets.nhle.com/mugs/nhl/20242025/OTT/8473512.png,Claude,Giroux,28.0,R,R,71,188,180,85,1988-01-12,{'default': 'Hearst'},CAN,{'default': 'ON'},OTT,Claude Giroux
8482092,https://assets.nhle.com/mugs/nhl/20242025/OTT/8482092.png,Ridly,Greig,71.0,C,L,72,188,183,85,2002-08-08,{'default': 'Lethbridge'},CAN,{'default': 'AB'},OTT,Ridly Greig
8483676,https://assets.nhle.com/mugs/nhl/20242025/OTT/8483676.png,Stephen,Halliday,83.0,C,L,76,212,193,96,2002-07-02,{'default': 'Ajax'},CAN,{'default': 'ON'},OTT,Stephen Halliday
8478146,https://assets.nhle.com/mugs/nhl/20242025/OTT/8478146.png,Matthew,Highmore,15.0,C,L,71,186,180,84,1996-02-27,{'default': 'Halifax'},CAN,{'default': 'NS'},OTT,Matthew Highmore
8478173,https://assets.nhle.com/mugs/nhl/20242025/OTT/8478173.png,Hayden,Hodgson,42.0,R,R,74,221,188,100,1996-03-02,{'default': 'Windsor'},CAN,{'default': 'ON'},OTT,Hayden Hodgson
8480890,https://assets.nhle.com/mugs/nhl/20242025/OTT/8480890.png,Jan,Jenik,14.0,C,L,74,199,188,90,2000-09-15,{'default': 'Nymburk'},CZE,,OTT,Jan Jenik
8479772,https://assets.nhle.com/mugs/nhl/20242025/OTT/8479772.png,Zack,MacEwen,17.0,R,R,76,227,193,103,1996-07-08,{'default': 'Charlottetown'},CAN,{'default': 'PE'},OTT,Zack MacEwen
8474102,https://assets.nhle.com/mugs/nhl/20242025/OTT/8474102.png,David,Perron,57.0,L,R,72,198,183,90,1988-05-28,{'default': 'Sherbrooke'},CAN,{'default': 'QC'},OTT,David Perron
8479516,https://assets.nhle.com/mugs/nhl/20242025/OTT/8479516.png,Garrett,Pilon,45.0,C,R,72,192,183,87,1998-04-13,{'default': 'Mineola'},USA,{'default': 'NY'},OTT,Garrett Pilon
8481596,https://assets.nhle.com/mugs/nhl/20242025/OTT/8481596.png,Shane,Pinto,12.0,C,R,75,204,191,93,2000-11-12,{'default': 'Franklin Square'},USA,{'default': 'NY'},OTT,Shane Pinto
8481133,https://assets.nhle.com/mugs/nhl/20242025/OTT/8481133.png,Cole,Reinhardt,51.0,L,L,73,207,185,94,2000-02-01,{'default': 'Calgary'},CAN,{'default': 'AB'},OTT,Cole Reinhardt
8482116,https://assets.nhle.com/mugs/nhl/20242025/OTT/8482116.png,Tim,Stützle,18.0,C,L,72,192,183,87,2002-01-15,{'default': 'Viersen'},DEU,,OTT,Tim Stützle
8480801,https://assets.nhle.com/mugs/nhl/20242025/OTT/8480801.png,Brady,Tkachuk,7.0,L,L,76,225,193,102,1999-09-16,{'default': 'Scottsdale'},USA,{'default': 'AZ'},OTT,Brady Tkachuk
8480188,https://assets.nhle.com/mugs/nhl/20242025/OTT/8480188.png,Fabian,Zetterlund,20.0,L,R,71,220,180,100,1999-08-25,{'default': 'Karlstad'},SWE,,OTT,Fabian Zetterlund
8478469,https://assets.nhle.com/mugs/nhl/20242025/OTT/8478469.png,Thomas,Chabot,72.0,D,L,73,203,185,92,1997-01-30,{'default': 'Sainte-Marie'},CAN,{'default': 'QC'},OTT,Thomas Chabot
8478502,https://assets.nhle.com/mugs/nhl/20242025/OTT/8478502.png,Dennis,Gilbert,6.0,D,L,74,216,188,98,1996-10-30,{'default': 'Buffalo'},USA,{'default': 'NY'},OTT,Dennis Gilbert
8483683,https://assets.nhle.com/mugs/nhl/20242025/OTT/8483683.png,Tomas,Hamara,98.0,D,L,72,194,183,88,2004-03-09,"{'default': 'Prague', 'cs': 'Praha', 'de': 'Prag', 'fi': 'Praha', 'sk': 'Praha', 'sv': 'Prag'}",CZE,,OTT,Tomas Hamara
8474612,https://assets.nhle.com/mugs/nhl/20242025/OTT/8474612.png,Travis,Hamonic,23.0,D,R,72,195,183,88,1990-08-16,"{'default': 'St. Malo', 'fr': 'St-Malo'}",CAN,{'default': 'MB'},OTT,Travis Hamonic
8475324,https://assets.nhle.com/mugs/nhl/20242025/OTT/8475324.png,Nick,Jensen,3.0,D,R,72,196,183,89,1990-09-21,{'default': 'Rogers'},USA,{'default': 'MN'},OTT,Nick Jensen
8482095,https://assets.nhle.com/mugs/nhl/20242025/OTT/8482095.png,Tyler,Kleven,43.0,D,L,77,221,196,100,2002-01-10,{'default': 'Fargo'},USA,{'default': 'ND'},OTT,Tyler Kleven
8484321,https://assets.nhle.com/mugs/nhl/20242025/OTT/8484321.png,Nikolas,Matinpalo,33.0,D,R,75,211,191,96,1998-10-05,"{'default': 'Espoo', 'sv': 'Esbo'}",FIN,,OTT,Nikolas Matinpalo
8482105,https://assets.nhle.com/mugs/nhl/20242025/OTT/8482105.png,Jake,Sanderson,85.0,D,L,74,204,188,93,2002-07-08,{'default': 'Whitefish'},USA,{'default': 'MT'},OTT,Jake Sanderson
8482131,https://assets.nhle.com/mugs/nhl/20242025/OTT/8482131.png,Donovan,Sebrango,37.0,D,L,74,221,188,100,2002-01-12,{'default': 'Ottawa'},CAN,{'default': 'ON'},OTT,Donovan Sebrango
8484759,https://assets.nhle.com/mugs/nhl/20242025/OTT/8484759.png,Carter,Yakemchuk,58.0,D,R,75,209,191,95,2005-09-29,{'default': 'Fort McMurray'},CAN,{'default': 'AB'},OTT,Carter Yakemchuk
8482245,https://assets.nhle.com/mugs/nhl/20242025/OTT/8482245.png,Artem,Zub,2.0,D,R,75,200,191,91,1995-10-03,"{'default': 'Khabarovsk', 'cs': 'Chabarovsk', 'fi': 'Habarovsk', 'sk': 'Chabarovsk'}",RUS,,OTT,Artem Zub
8476341,https://assets.nhle.com/mugs/nhl/20242025/OTT/8476341.png,Anton,Forsberg,31.0,G,L,75,198,191,90,1992-11-27,{'default': 'Härnösand'},SWE,,OTT,Anton Forsberg
8482447,https://assets.nhle.com/mugs/nhl/20242025/OTT/8482447.png,Leevi,Meriläinen,1.0,G,L,75,186,191,84,2002-08-13,"{'default': 'Oulu', 'sv': 'Uleåborg'}",FIN,,OTT,Leevi Meriläinen
8481544,https://assets.nhle.com/mugs/nhl/20242025/OTT/8481544.png,Mads,Sogaard,40.0,G,L,79,217,201,98,2000-12-13,"{'default': 'Aalborg', 'fi': 'Ålborg', 'sv': 'Ålborg'}",DNK,,OTT,Mads Sogaard
8476999,https://assets.nhle.com/mugs/nhl/20242025/OTT/8476999.png,Linus,Ullmark,35.0,G,L,76,215,193,98,1993-07-31,{'default': 'Lugnvik'},SWE,,OTT,Linus Ullmark
8481557,https://assets.nhle.com/mugs/nhl/20242025/MIN/8481557.png,Matt,Boldy,12.0,L,L,74,201,188,91,2001-04-05,{'default': 'Milford'},USA,{'default': 'MA'},MIN,Matt Boldy
8476329,https://assets.nhle.com/mugs/nhl/20242025/MIN/8476329.png,Travis,Boyd,72.0,C,R,72,190,183,86,1993-09-14,{'default': 'Hopkins'},USA,{'default': 'MN'},MIN,Travis Boyd
8479638,https://assets.nhle.com/mugs/nhl/20242025/MIN/8479638.png,Justin,Brazeau,15.0,R,R,78,227,198,103,1998-02-02,{'default': 'New Liskeard'},CAN,{'default': 'ON'},MIN,Justin Brazeau
8478493,https://assets.nhle.com/mugs/nhl/20242025/MIN/8478493.png,Joel,Eriksson Ek,14.0,C,L,75,207,191,94,1997-01-29,{'default': 'Karlstad'},SWE,,MIN,Joel Eriksson Ek
8475220,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475220.png,Marcus,Foligno,17.0,L,L,75,226,191,103,1991-08-10,{'default': 'Buffalo'},USA,{'default': 'NY'},MIN,Marcus Foligno
